house_id		household_id		plug_id		average_work		average_load
27		4		3		1		0
27		5		0		1		0
32		0		8		0		0.02702702702702702702702702703
35		2		1		1		0
38		8		0		4		0
39		8		7		1		0
4		0		4		4		0
4		4		8		0		0.06306306306306306306306306306
4		7		1		174		456.4697986577181208053691275
12		2		6		35		3.506711409395973154362416107
12		3		1		35		3.953177257525083612040133779
23		1		6		35		7.110367892976588628762541806
27		5		6		3		0
28		4		8		3		0
30		0		0		68		92.76
38		2		2		3		0
38		2		4		68		80.05033557046979865771812081
38		3		1		68		51.30872483221476510067114094
6		2		0		3		0
6		3		3		3		0
0		1		11		2		0
14		16		0		2		0
16		8		8		4		0
23		1		0		1		0
10		4		0		1		0
12		2		0		0		0.03603603603603603603603603604
23		0		3		0		0.03603603603603603603603603604
29		0		9		4		0
36		0		10		0		0
36		1		9		0		0
36		6		0		2		0
7		3		0		0		0
14		14		0		1		0
14		14		6		35		13.46488294314381270903010033
14		9		3		12		22.00668896321070234113712375
18		4		8		174		380.8758389261744966442953020
2		2		0		68		54.06688963210702341137123746
2		2		6		3		0
2		3		3		3		0
2		3		5		3		0
2		5		3		174		156.6073825503355704697986577
30		1		1		3		0
33		4		9		1		0
38		9		1		3		0
7		10		3		35		7.714765100671140939597315436
7		2		1		12		11.08361204013377926421404682
7		2		7		3		0
7		3		6		3		0
14		9		5		4		0
15		3		2		0		0
21		8		9		1		0
14		17		1		1		0
39		2		3		1		0
17		2		1		0		0.03603603603603603603603603604
2		0		8		0		0.03603603603603603603603603604
2		5		5		0		0.03603603603603603603603603604
22		2		8		1		0
24		1		3		2		0
21		9		8		12		6.806020066889632107023411371
33		7		0		35		6.642140468227424749163879599
33		8		7		0		0
4		12		4		12		20.02341137123745819397993311
4		5		5		35		5.644295302013422818791946309
4		6		0		35		4.221476510067114093959731544
7		7		6		35		12.95637583892617449664429530
11		0		3		3		0
33		7		6		3		0
33		9		8		3		0
37		2		7		1		0
37		7		8		174		169.6174496644295302013422819
14		5		5		174		200.4328859060402684563758389
16		10		0		4		0
39		8		9		2		0
4		0		10		3		0
4		12		2		1		0
4		13		1		3		0
16		2		2		3		0
16		9		5		1		0
7		4		3		174		138.6375838926174496644295302
18		0		0		174		494.2575250836120401337792642
8		0		6		2		0
9		0		1		3		0
16		1		1		0		0
21		10		3		3		0
21		10		5		4		0
21		11		0		2		0
21		12		5		1		0
21		2		1		1		0
25		1		8		1		0
16		8		6		0		0
21		3		2		0		0
21		6		13		68		67.03
25		0		7		68		42.88333333333333333333333333
37		4		1		68		38.85234899328859060402684564
4		4		6		1		0
8		1		5		68		47.14765100671140939597315436
14		10		8		35		5.645484949832775919732441472
16		1		7		35		4.520134228187919463087248322
11		1		0		0		0.03603603603603603603603603604
21		11		6		0		0.03603603603603603603603603604
16		0		4		1		0
4		13		7		1		0
8		2		0		1		0
28		15		7		2		0
3		3		0		3		0
32		13		1		2		0
35		0		5		1		0
35		3		0		12		10.98657718120805369127516779
39		13		6		4		0
0		12		2		1		0
0		13		1		174		165.3411371237458193979933110
0		9		13		1		0
3		0		5		1		0
20		0		2		2		0
20		7		7		3		0
20		1		1		1		0
38		4		4		35		7.993288590604026845637583893
5		0		3		12		14.30769230769230769230769231
32		12		2		0		0.03603603603603603603603603604
5		1		4		0		0.07207207207207207207207207207
20		6		8		1		0
28		8		2		1		0
32		11		7		1		0
0		4		0		1		0
18		4		6		1		0
32		4		0		35		11.81270903010033444816053512
32		5		3		3		0
36		1		7		1		0
39		5		4		1		0
7		5		0		1		0
8		3		1		3		0
13		0		1		68		50.31333333333333333333333333
25		4		5		68		41.52
28		0		0		12		17.96321070234113712374581940
36		0		4		0		0
39		7		2		1		0
28		1		5		3		0
28		7		3		3		0
32		6		8		3		0
39		11		8		1		0
39		5		2		68		25.48148148148148148148148148
0		3		3		12		15.01006711409395973154362416
13		1		0		3		0
28		0		6		174		221.7751677852348993288590604
32		4		6		1		0
32		5		5		0		0
39		7		4		3		0
0		6		8		0		0.03603603603603603603603603604
39		4		1		1		0
26		3		10		2		0
28		17		0		68		38.06688963210702341137123746
28		17		2		4		0
33		1		7		2		0
33		2		2		3		0
33		3		1		68		31.69666666666666666666666667
33		5		7		1		0
36		2		3		1		0
4		13		10		174		231.8523489932885906040268456
4		3		4		68		61.62080536912751677852348993
14		14		11		0		0
14		14		9		0		0
14		6		11		1		0
16		4		1		174		415.4816053511705685618729097
16		4		3		174		127.9665551839464882943143813
2		0		7		0		0
21		8		2		1		0
10		0		1		3		0
14		6		9		12		22.44481605351170568561872910
14		9		12		12		24.96308724832214765100671141
28		16		1		1		0
29		0		2		1		0
33		4		0		1		0
33		4		2		0		0
16		5		2		2		0
18		2		5		12		7.103678929765886287625418060
2		3		8		3		0
2		0		5		4		0
4		12		9		3		0
6		1		0		2		0
16		0		9		0		0.03603603603603603603603603604
16		5		0		0		0.03603603603603603603603603604
18		3		6		0		0.1081081081081081081081081081
21		8		0		68		61.11
26		3		8		0		0.07207207207207207207207207207
26		4		3		0		0.03603603603603603603603603604
28		16		3		0		0.02702702702702702702702702703
29		0		0		0		0.07207207207207207207207207207
1		2		2		1		0
21		13		7		1		0
26		4		1		1		0
27		1		3		1		0
27		1		1		12		21.34113712374581939799331104
10		0		3		0		0
14		12		5		35		6.033444816053511705685618729
14		13		2		2		0
14		15		8		2		0
15		0		8		3		0
19		0		4		3		0
12		2		9		4		0
27		0		0		35		11.22742474916387959866220736
0		0		3		0		0.03603603603603603603603603604
15		2		12		1		0
24		0		11		68		65.14333333333333333333333333
25		1		3		3		0
25		3		5		3		0
32		4		9		3		0
32		7		2		3		0
33		10		6		68		17.79933110367892976588628763
39		0		2		3		0
39		1		1		68		23.69360269360269360269360269
39		6		4		3		0
0		7		0		174		343.9966555183946488294314381
11		2		2		1		0
14		10		3		174		105.7993311036789297658862876
7		3		9		4		0
7		8		0		1		0
21		5		3		0		0
21		6		6		1		0
14		11		0		12		9.681208053691275167785234899
28		3		0		1		0
33		11		5		174		441.1538461538461538461538462
33		9		3		1		0
21		10		8		12		28.90969899665551839464882943
21		3		9		3		0
22		0		5		12		13.39932885906040268456375839
14		0		1		4		0
7		9		3		3		0
14		3		4		68		63.67
21		9		5		0		0.03603603603603603603603603604
22		3		0		68		18.94
28		0		9		0		0.07207207207207207207207207207
32		5		10		0		0.1081081081081081081081081081
32		6		7		0		0.03636363636363636363636363636
4		8		3		0		0.03603603603603603603603603604
0		6		7		1		0
4		9		0		1		0
7		0		4		1		0
0		7		2		4		0
12		2		11		35		6.956521739130434782608695652
16		0		11		4		0
16		1		8		2		0
21		13		5		4		0
21		5		1		2		0
21		6		4		1		0
27		0		2		3		0
28		2		5		2		0
28		3		2		1		0
32		4		11		3		0
32		5		8		3		0
33		10		4		1		0
33		2		0		2		0
33		9		1		35		3.742474916387959866220735786
39		1		3		1		0
4		12		11		1		0
4		13		8		35		5.057046979865771812080536913
0		6		5		12		6.127090301003344481605351171
1		2		0		174		426.5973154362416107382550336
21		3		11		12		17.30100334448160535117056856
33		1		5		12		11.78929765886287625418060201
33		3		3		12		11.82943143812709030100334448
39		6		6		174		423.9060402684563758389261745
6		1		2		68		32.99664429530201342281879195
25		1		1		0		0.07207207207207207207207207207
25		2		4		0		0.03603603603603603603603603604
4		2		1		0		0.03603603603603603603603603604
39		0		0		1		0
28		4		1		174		482.9096989966555183946488294
28		6		7		4		0
32		7		0		174		516.1471571906354515050167224
4		8		1		4		0
4		9		2		4		0
7		9		1		0		0
0		1		2		68		39.43666666666666666666666667
21		10		10		12		6.983277591973244147157190635
28		5		2		12		9.916387959866220735785953177
32		0		1		3		0
39		11		3		12		8.906040268456375838926174497
39		2		8		35		10.02027027027027027027027027
7		8		2		68		20.59060402684563758389261745
13		1		11		0		0
21		9		7		1		0
27		5		9		4		0
27		6		0		0		0.03603603603603603603603603604
28		12		5		174		294.7959866220735785953177258
28		14		3		174		179.6020066889632107023411371
28		5		0		0		0
28		6		5		2		0
28		9		10		174		518.4280936454849498327759197
28		9		8		1		0
32		10		1		0		0
32		13		10		4		0
32		2		5		2		0
38		6		1		4		0
0		1		0		12		21.22073578595317725752508361
0		10		1		174		299.8227424749163879598662207
0		2		5		35		6.520134228187919463087248322
0		8		7		1		0
20		4		7		174		217.8862876254180602006688963
20		5		6		68		146.1866666666666666666666667
20		6		1		68		68.04
20		6		3		3		0
23		2		0		35		4.026755852842809364548494983
23		2		2		174		221.0434782608695652173913043
23		3		5		3		0
27		6		2		3		0
27		7		5		3		0
28		13		4		68		39.98327759197324414715719064
28		13		6		3		0
28		14		1		3		0
32		0		3		35		16.73310810810810810810810811
32		13		8		35		6.748322147651006711409395973
38		1		4		1		0
38		6		3		1		0
38		7		0		1		0
39		11		1		68		51.24832214765100671140939597
0		13		10		0		0
0		13		8		2		0
0		9		4		1		0
0		9		6		0		0
20		4		5		0		0
20		5		4		2		0
0		8		5		0		0.07207207207207207207207207207
13		1		9		0		0.03603603603603603603603603604
19		0		6		1		0
17		0		4		3		0
27		9		5		35		4.642140468227424749163879599
34		1		0		3		0
14		12		7		174		201.2073578595317725752508361
14		13		0		1		0
15		0		10		0		0.07207207207207207207207207207
11		2		0		2		0
14		10		1		35		7.372483221476510067114093960
14		11		2		3		0
24		3		0		35		5.622073578595317725752508361
37		0		4		35		9.026845637583892617449664430
37		1		3		1		0
22		3		2		0		0
24		0		9		12		12.35785953177257525083612040
7		0		6		0		0
22		2		1		0		0.03603603603603603603603603604
24		0		4		12		6.672240802675585284280936455
24		1		1		3		0
27		8		3		3		0
29		2		1		2		0
34		0		2		68		32.43097643097643097643097643
37		2		3		2		0
37		4		5		68		20.59595959595959595959595960
37		5		12		3		0
37		7		10		2		0
37		5		10		174		232.3758389261744966442953020
4		12		6		1		0
4		13		5		68		18.29054054054054054054054054
9		0		3		1		0
11		1		4		1		0
7		4		1		1		0
7		7		4		68		57.51006711409395973154362416
24		0		2		1		0
24		3		11		174		200.2943143812709030100334448
11		1		2		3		0
14		4		0		3		0
26		0		0		0		0
27		9		0		174		187.6655518394648829431438127
33		7		2		1		0
37		2		5		0		0
16		0		6		3		0
18		0		4		12		8.872909698996655518394648829
19		0		3		3		0
21		10		1		3		0
21		11		2		2		0
21		9		12		3		0
22		2		10		35		2.852842809364548494983277592
14		12		2		4		0
16		2		0		1		0
17		0		1		1		0
18		3		9		1		0
7		7		2		12		12.19397993311036789297658863
11		0		7		68		27.35333333333333333333333333
14		5		1		68		22.63333333333333333333333333
18		1		3		68		63.00671140939597315436241611
21		12		7		0		0.07207207207207207207207207207
22		2		12		0		0.03603603603603603603603603604
37		3		0		0		0.03603603603603603603603603604
9		0		5		0		0.07207207207207207207207207207
16		1		5		1		0
24		2		2		1		0
37		4		3		1		0
37		7		12		1		0
24		6		4		1		0
27		7		2		3		0
28		12		0		12		8.342281879194630872483221477
28		15		9		1		0
34		2		2		68		101.8120805369127516778523490
34		3		1		4		0
38		1		1		3		0
38		9		5		3		0
0		9		3		0		0
14		12		12		1		0
14		15		1		174		177.9831649831649831649831650
20		4		0		174		293.9230769230769230769230769
0		8		0		12		9.050167224080267558528428094
10		2		0		3		0
10		3		3		3		0
15		2		1		2		0
28		13		3		1		0
28		14		6		0		0
23		3		2		35		6.409395973154362416107382550
15		3		6		1		0
20		5		3		4		0
17		1		0		68		39.92
20		6		6		68		34.4
27		6		5		0		0.03636363636363636363636363636
26		4		6		3		0
28		16		4		3		0
28		4		10		68		35.41666666666666666666666667
29		0		5		12		7.966555183946488294314381271
33		5		2		68		39.29333333333333333333333333
35		2		3		4		0
36		1		3		1		0
39		8		5		1		0
4		4		10		68		51.16107382550335570469798658
8		4		0		3		0
0		1		9		1		0
16		4		4		0		0
2		0		2		0		0
4		7		3		68		20.14429530201342281879194631
6		3		1		174		649.0033670033670033670033670
21		8		5		0		0
14		9		9		3		0
33		1		10		174		518.2575250836120401337792642
21		13		10		12		18.30536912751677852348993289
36		0		0		35		4.720538720538720538720538721
4		1		3		3		0
6		2		2		12		19.72240802675585284280936455
7		10		9		2		0
14		6		12		68		41.05333333333333333333333333
18		4		2		68		47.34
21		0		1		68		19.26
33		4		5		0		0.03603603603603603603603603604
2		5		9		1		0
25		4		1		1		0
31		0		5		1		0
6		0		2		1		0
14		2		0		1		0
14		3		3		2		0
16		3		1		1		0
16		8		12		3		0
20		3		1		3		0
21		9		2		4		0
23		0		1		1		0
23		1		2		35		5.439597315436241610738255034
27		4		1		1		0
27		5		2		2		0
31		0		3		3		0
35		2		5		35		2.764309764309764309764309764
39		8		3		1		0
4		0		0		1		0
4		4		12		2		0
4		8		4		3		0
6		3		7		3		0
7		9		4		3		0
12		2		4		68		49.05666666666666666666666667
28		4		12		174		464.9598662207357859531772575
29		1		2		174		139.0367892976588628762541806
38		0		0		68		39.15100671140939597315436242
4		7		5		68		44.84899328859060402684563758
28		6		10		1		0
28		0		2		4		0
32		4		2		0		0.03603603603603603603603603604
32		5		1		2		0
36		5		9		0		0
39		5		6		0		0.03603603603603603603603603604
6		0		4		174		213.6565656565656565656565657
0		6		12		3		0
18		4		4		1		0
21		1		0		3		0
25		4		7		35		13.47491638795986622073578595
25		5		0		12		8.237458193979933110367892977
28		1		1		3		0
33		1		12		68		52.88628762541806020066889632
36		0		6		1		0
36		1		5		68		76.88255033557046979865771812
39		11		12		1		0
39		7		0		1		0
0		4		2		1		0
0		5		1		4		0
21		13		12		4		0
13		1		4		1		0
28		10		6		174		282.7357859531772575250836120
3		0		9		174		500.1003344481605351170568562
3		2		5		4		0
3		3		12		0		0.03603603603603603603603603604
32		6		2		4		0
33		11		0		174		178.2040133779264214046822742
39		1		4		1		0
39		13		10		2		0
39		13		12		4		0
39		14		5		1		0
39		6		1		1		0
0		6		2		12		11.68227424749163879598662207
0		7		5		1		0
20		2		0		3		0
20		2		6		3		0
21		4		9		68		36.39666666666666666666666667
21		6		3		12		17.13377926421404682274247492
21		7		0		1		0
25		1		6		35		4.357859531772575250836120401
25		2		3		3		0
25		3		0		35		7.732441471571906354515050167
28		10		0		1		0
28		11		1		1		0
28		2		2		3		0
28		3		5		68		20.28
3		2		3		68		30.66333333333333333333333333
3		3		10		68		33.3
32		4		12		3		0
33		9		6		1		0
35		0		9		1		0
39		14		3		3		0
21		3		12		2		0
33		10		3		1		0
15		2		7		2		0
30		1		3		1		0
38		9		3		4		0
15		3		0		0		0.03603603603603603603603603604
14		14		2		2		0
2		5		7		35		15.50501672240802675585284281
21		8		11		1		0
29		0		11		4		0
33		6		1		1		0
2		2		2		0		0
2		3		1		68		23.82666666666666666666666667
2		0		12		0		0.03603603603603603603603603604
7		3		4		0		0.03603603603603603603603603604
7		2		3		1		0
10		4		5		3		0
11		4		0		35		17.78260869565217391304347826
11		5		1		35		7.565217391304347826086956522
14		1		0		4		0
14		10		7		4		0
15		0		4		3		0
2		4		3		1		0
22		0		3		4		0
22		2		5		1		0
22		3		6		4		0
24		0		13		35		9.301003344481605351170568562
24		3		4		2		0
24		4		3		1		0
34		4		1		1		0
37		0		2		4		0
38		10		3		2		0
7		0		0		1		0
7		0		2		3		0
7		10		4		1		0
7		2		8		4		0
9		3		1		35		2.909090909090909090909090909
11		2		4		12		18.13377926421404682274247492
11		2		6		68		49.22742474916387959866220736
14		10		5		12		29.35570469798657718120805369
14		8		1		174		123.8528428093645484949832776
14		8		3		68		72.79598662207357859531772575
2		4		1		68		73.25666666666666666666666667
24		4		1		68		29.57525083612040133779264214
36		5		2		12		18.84615384615384615384615385
7		1		1		0		0
7		2		10		12		6.397993311036789297658862876
11		5		3		0		0.07207207207207207207207207207
37		0		0		0		0.03603603603603603603603603604
22		0		1		1		0
26		3		6		174		281.9331103678929765886287625
27		1		5		0		0
28		15		2		174		193.9565217391304347826086957
3		0		0		0		0.03603603603603603603603603604
3		1		3		2		0
35		1		3		2		0
37		7		1		174		278.0033557046979865771812081
38		4		1		2		0
4		10		3		0		0
5		1		1		2		0
9		1		7		1		0
0		11		2		68		20.21666666666666666666666667
0		9		8		174		377.9124579124579124579124579
10		0		5		12		28.14046822742474916387959866
10		0		7		12		16.90635451505016722408026756
10		1		2		3		0
11		0		10		3		0
12		0		1		12		27.26086956521739130434782609
12		1		0		3		0
12		1		2		3		0
15		2		8		3		0
16		6		3		68		25.45302013422818791946308725
20		0		7		174		106.9732441471571906354515050
20		1		4		1		0
24		5		0		1		0
26		2		5		3		0
26		5		0		3		0
28		9		4		3		0
32		11		2		3		0
32		12		7		3		0
32		13		4		3		0
35		0		0		35		9.919463087248322147651006711
37		4		8		3		0
37		5		7		12		18.10437710437710437710437710
37		6		2		68		17.97651006711409395973154362
39		12		0		3		0
9		0		8		3		0
9		2		2		3		0
12		0		3		4		0
14		6		5		1		0
20		7		2		4		0
24		5		2		0		0
15		2		10		1		0
27		1		7		1		0
39		13		3		1		0
0		13		4		0		0.03603603603603603603603603604
26		3		4		0		0.02702702702702702702702702703
33		2		4		1		0
33		3		5		174		186.7382550335570469798657718
36		2		5		0		0.07207207207207207207207207207
36		3		2		4		0
36		4		1		174		136.8724832214765100671140940
37		2		12		0		0.03669724770642201834862385321
37		5		5		0		0
37		6		0		4		0
4		7		8		4		0
6		1		4		2		0
9		0		10		4		0
9		2		0		0		0.07207207207207207207207207207
1		2		4		12		17.69565217391304347826086957
1		2		6		1		0
14		7		4		3		0
16		0		13		68		67.05
16		8		1		35		3.187290969899665551839464883
16		9		2		12		11.94295302013422818791946309
18		3		0		1		0
21		13		1		1		0
21		13		3		1		0
25		0		0		1		0
25		4		10		1		0
25		4		8		3		0
26		4		13		1		0
33		1		1		12		15.07357859531772575250836120
33		1		3		68		92.83
35		2		8		35		4.681355932203389830508474576
36		2		7		35		8.567114093959731543624161074
36		3		0		1		0
39		6		8		3		0
4		3		0		35		3.382550335570469798657718121
4		3		2		68		30.00673400673400673400673401
4		4		1		12		23.88628762541806020066889632
4		5		2		1		0
8		0		1		35		11.75420875420875420875420875
9		1		5		1		0
11		0		8		1		0
16		10		7		2		0
18		2		1		1		0
18		2		3		2		0
18		3		2		4		0
21		4		0		2		0
21		3		5		1		0
21		6		10		1		0
26		5		2		1		0
37		7		3		1		0
4		10		1		1		0
6		1		6		1		0
1		1		1		0		0.03603603603603603603603603604
14		6		7		0		0.06306306306306306306306306306
16		6		1		0		0.03669724770642201834862385321
0		1		6		3		0
0		2		3		0		0
28		4		5		68		54.2
28		6		3		12		28.21404682274247491638795987
32		0		5		3		0
39		10		0		1		0
39		11		7		3		0
32		2		3		0		0.03603603603603603603603603604
28		5		4		12		17.10033444816053511705685619
28		6		1		0		0
28		9		6		1		0
38		4		3		0		0
39		10		2		35		6.676767676767676767676767677
39		14		8		35		9.087248322147651006711409396
0		11		0		1		0
0		13		6		2		0
3		1		1		4		0
3		3		7		4		0
32		12		5		3		0
0		2		1		3		0
0		9		10		3		0
36		5		0		3		0
14		1		2		3		0
39		13		1		174		411.2348993288590604026845638
39		2		6		174		325.9093959731543624161073826
39		3		1		2		0
5		0		4		2		0
5		1		3		3		0
7		10		6		3		0
0		8		9		68		43.28428093645484949832775920
13		1		13		0		0
20		0		5		1		0
20		4		9		174		316.9364548494983277591973244
20		7		0		1		0
28		15		0		68		26.08666666666666666666666667
32		0		7		68		43.00668896321070234113712375
32		11		0		1		0
32		2		1		68		20.36454849498327759197324415
35		0		2		1		0
0		1		4		12		18.90301003344481605351170569
35		1		1		0		0.07207207207207207207207207207
36		6		5		0		0.07207207207207207207207207207
36		1		12		1		0
39		11		5		1		0
39		12		2		1		0
38		10		1		68		24.41275167785234899328859060
10		4		7		35		3.144781144781144781144781145
15		0		6		35		3.434782608695652173913043478
12		2		13		3		0
16		8		3		2		0
16		9		0		1		0
21		2		4		3		0
25		0		2		4		0
27		3		1		35		3.127090301003344481605351171
35		2		10		2		0
39		8		12		1		0
4		5		0		1		0
4		7		10		1		0
8		2		5		3		0
0		0		7		68		22.02333333333333333333333333
21		3		7		68		32.59
21		4		2		0		0
21		6		8		12		35.69230769230769230769230769
4		4		3		174		185.7348993288590604026845638
6		3		8		0		0
8		0		3		68		43.80134680134680134680134680
8		1		0		0		0.03603603603603603603603603604
16		10		5		1		0
33		8		2		1		0
0		0		5		35		3.939799331103678929765886288
14		14		8		1		0
14		6		8		1		0
14		9		13		35		3.976588628762541806020066890
15		2		13		3		0
16		4		0		1		0
16		4		6		3		0
16		5		3		3		0
18		4		0		2		0
2		0		0		1		0
2		0		6		1		0
2		2		8		3		0
2		5		11		2		0
21		8		1		1		0
21		8		7		1		0
27		1		0		2		0
33		4		7		3		0
33		5		0		1		0
36		0		2		4		0
36		1		1		1		0
36		6		8		1		0
14		9		11		68		30.54666666666666666666666667
21		13		8		0		0
25		4		3		0		0
26		4		2		0		0
26		4		4		0		0
28		16		0		12		24.81879194630872483221476510
28		17		3		68		44.45333333333333333333333333
29		0		1		12		6.177257525083612040133779264
33		1		8		68		25.54180602006688963210702341
4		1		1		68		45.47315436241610738255033557
21		0		3		0		0.03636363636363636363636363636
6		0		0		0		0.03636363636363636363636363636
29		0		7		1		0
33		4		1		1		0
26		1		3		174		233.2508361204013377926421405
27		8		1		0		0.03603603603603603603603603604
34		0		0		4		0
37		2		1		2		0
37		3		2		0		0
37		4		7		4		0
9		0		7		1		0
9		1		8		2		0
11		0		5		12		19.06711409395973154362416107
11		3		0		35		3.331103678929765886287625418
14		12		0		35		4.474916387959866220735785953
14		13		1		174		473.5050167224080267558528428
2		1		1		12		24.37123745819397993311036789
26		0		4		35		5.692307692307692307692307692
27		9		2		3		0
27		9		4		35		5.418060200668896321070234114
34		1		1		35		4.083892617449664429530201342
37		5		8		3		0
7		7		0		1		0
14		5		3		0		0
15		0		11		0		0
15		0		13		4		0
24		2		0		1		0
0		0		0		1		0
14		12		6		1		0
17		0		3		1		0
24		0		6		1		0
12		2		10		0		0.08108108108108108108108108108
19		0		1		0		0.03603603603603603603603603604
29		1		0		174		245.9665551839464882943143813
31		0		1		1		0
32		7		1		0		0.07207207207207207207207207207
35		2		7		2		0
37		1		2		0		0.03603603603603603603603603604
39		8		1		0		0.03603603603603603603603603604
7		6		1		174		348.7348993288590604026845638
7		9		0		0		0
11		2		1		35		7.622073578595317725752508361
14		10		0		3		0
14		11		3		1		0
14		2		2		1		0
16		10		8		68		60.11705685618729096989966555
16		3		3		1		0
21		10		11		3		0
21		10		13		35		10.00673400673400673400673401
21		11		8		174		239.1342281879194630872483221
21		9		0		12		13.01672240802675585284280936
22		3		3		68		21.60535117056856187290969900
24		0		8		68		25.85666666666666666666666667
24		3		1		3		0
32		7		7		3		0
39		2		9		12		9.224832214765100671140939597
4		7		7		3		0
4		9		3		12		31.37919463087248322147651007
4		9		5		12		13.72909698996655518394648829
6		3		5		3		0
7		8		3		35		6.239864864864864864864864865
11		5		4		1		0
14		2		4		1		0
22		0		6		1		0
21		9		6		1		0
22		2		0		1		0
28		6		8		1		0
4		0		2		1		0
7		9		6		1		0
15		2		3		2		0
15		3		4		3		0
10		2		2		68		55.23666666666666666666666667
25		1		4		1		0
28		2		0		1		0
21		4		11		0		0
32		5		13		1		0
32		6		0		4		0
39		1		6		4		0
33		11		2		3		0
39		6		3		68		42.02020202020202020202020202
0		6		0		174		294.6879194630872483221476510
0		7		7		12		30.82943143812709030100334448
33		10		1		174		200.9630872483221476510067114
21		7		2		1		0
25		3		2		1		0
33		9		4		1		0
0		10		2		35		10.97324414715719063545150502
0		2		6		3		0
0		8		4		35		8.688963210702341137123745819
13		1		10		2		0
20		2		4		1		0
20		5		7		1		0
20		6		2		35		10.99665551839464882943143813
23		3		6		1		0
27		6		1		4		0
27		7		6		35		10.88294314381270903010033445
28		10		4		3		0
28		11		3		3		0
28		4		0		3		0
28		5		3		3		0
28		6		6		35		8.919463087248322147651006711
3		0		13		35		14.71140939597315436241610738
32		13		11		1		0
32		2		6		1		0
35		0		13		35		10.91919191919191919191919192
0		1		3		174		168.1739130434782608695652174
0		13		11		12		15.69230769230769230769230769
0		9		7		174		162.3210702341137123745819398
20		4		4		174		349.4697986577181208053691275
28		9		11		0		0
32		0		0		12		25.90604026845637583892617450
32		12		8		0		0
38		6		0		12		9.906040268456375838926174497
39		11		2		0		0
27		5		8		0		0.03603603603603603603603603604
28		12		4		0		0.03636363636363636363636363636
28		14		2		0		0.03603603603603603603603603604
3		3		8		0		0.03603603603603603603603603604
39		9		2		0		0.03603603603603603603603603604
23		3		0		3		0
27		7		0		1		0
28		12		2		68		28.19397993311036789297658863
28		14		4		3		0
28		9		13		1		0
0		9		1		35		11.03367003367003367003367003
20		5		1		174		115.4899328859060402684563758
0		8		2		0		0.03603603603603603603603603604
20		6		4		68		78.28762541806020066889632107
32		9		1		0		0.03603603603603603603603603604
38		1		3		0		0.07272727272727272727272727273
25		1		2		2		0
28		0		8		3		0
32		4		8		4		0
32		5		11		68		37.68
32		6		6		12		8.899665551839464882943143813
33		11		4		2		0
33		9		2		68		90.84666666666666666666666667
39		1		0		2		0
6		1		1		4		0
1		2		3		35		11.05685618729096989966555184
21		7		4		0		0
25		3		4		0		0
28		2		6		174		382.0167224080267558528428094
33		1		6		174		220.3825503355704697986577181
36		2		2		0		0
4		3		5		0		0
21		13		6		2		0
21		6		7		3		0
0		7		1		4		0
28		3		1		35		7.642140468227424749163879599
21		5		2		1		0
33		3		0		35		15.05685618729096989966555184
4		12		8		3		0
4		2		2		12		19.34782608695652173913043478
18		2		4		0		0.03603603603603603603603603604
33		2		3		0		0.07207207207207207207207207207
39		0		3		0		0.02727272727272727272727272727
39		6		5		0		0.03603603603603603603603603604
18		3		7		1		0
21		4		13		1		0
